date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:58:14	51558/51558	---M-Z	200	added ('OK')	text/html	etag:%22c966-5c0244664c241-gzip%22	https://mannatthemes.com/dastyle/default/forms-repeater.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/forms-repeater.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:14	30406/30406	---M-Z	200	added ('OK')	text/html	etag:%2276c6-5c0244664c241-gzip%22	https://mannatthemes.com/dastyle/default/forms-validation.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/forms-validation.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:15	30624/30624	---M-Z	200	added ('OK')	text/html	etag:%2277a0-5c0244664c241-gzip%22	https://mannatthemes.com/dastyle/default/forms-wizard.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/forms-wizard.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:15	21896/21896	---M-Z	200	added ('OK')	text/html	etag:%225588-5c0244664c241-gzip%22	https://mannatthemes.com/dastyle/default/forms-x-editable.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/forms-x-editable.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:15	26177/26177	---M-Z	200	added ('OK')	text/html	etag:%226641-5c0244664b2a1-gzip%22	https://mannatthemes.com/dastyle/default/charts-apex.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/charts-apex.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:16	22905/22905	---M-Z	200	added ('OK')	text/html	etag:%225979-5c0244664b2a1-gzip%22	https://mannatthemes.com/dastyle/default/charts-chartjs.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/charts-chartjs.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:16	23314/23314	---M-Z	200	added ('OK')	text/html	etag:%225b12-5c0244664b2a1-gzip%22	https://mannatthemes.com/dastyle/default/charts-flot.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/charts-flot.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:16	21907/21907	---M-Z	200	added ('OK')	text/html	etag:%225593-5c0244664b2a1-gzip%22	https://mannatthemes.com/dastyle/default/charts-morris.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/charts-morris.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:17	34454/34454	---M-Z	200	added ('OK')	text/html	etag:%228696-5c0244664d1e2-gzip%22	https://mannatthemes.com/dastyle/default/tables-basic.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/tables-basic.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
01:58:17	52736/52736	---M-Z	200	added ('OK')	text/html	etag:%22ce00-5c0244664d1e2-gzip%22	https://mannatthemes.com/dastyle/default/tables-datatable.html	C:/Users/ahmad/Desktop/AdminTemplate/mannatthemes.com/dastyle/default/tables-datatable.html	(from https://mannatthemes.com/dastyle/default/horizontal-index.html)
